2040292376	67488373	314273	25221	17544	85007	127772	9958857	
1885107977	60407510	664215	23627	16096	93201	132924	9002385	
1564578552	47716177	1124870	19496	13056	99286	131838	7310228	
1202083057	33977685	1830505	15250	9806	113056	138112	5651069	
392176567	10441010	1065411	4973	3363	56192	64528	2076259	
98542126	2124108	269012	1121	796	16628	18545	624602	
43396015	531395	77473	355	277	7347	7979	310249	
30683410	161494	27625	164	158	5205	5527	242340	
